"id","Numéro_questionnaire","Q20_ann_occup","Q11_prof_ville","Ressaltint","Ressaltext","Q11_boiss_bout","Q11_boiss_pluie","Q11_boiss_puits","Q11_boiss_autre","Q11_cafe_bout","Q11_cafe_pluie","Q11_cafe_puits","Q11_cafe_autre","Q11_repas_bout","Q11_repas_pluie","Q11_repas_puits","Q11_repas_autre","Q11_vaiss_bout","Q11_vaiss_pluie","Q11_vaiss_puits","Q11_vaiss_autre","Q11_hyg_bout","Q11_hyg_pluie","Q11_hyg_puits","Q11_hyg_autre","Q11_linge_bout","Q11_linge_pluie","Q11_linge_puits","Q11_linge_autre","Q11_nett_bout","Q11_nett_pluie","Q11_nett_puits","Q11_nett_autre","Q11_WC_bout","Q11_WC_pluie","Q11_WC_puits","Q11_WC_autre","Q11_jard_bout","Q11_jard_pluie","Q11_jard_puits","Q11_jard_autre","Q11_voit_bout","Q11_voit_pluie","Q11_voit_puits","Q11_voit_autre","Q11_ext_bout","Q11_ext_pluie","Q11_ext_puits","Q11_ext_autre","Q11_pisc_bout","Q11_pisc_pluie","Q11_pisc_puits","Q11_pisc_autre","Pondérationprov","Pondérationage","Pondérationstatut","Pondérationstatgeo","Pondérationstatgeocorr","POIDS_GeoStatAgePers1","POIDS_Geo_Stat_AgeP1_AgeL","PondArrEvol","Q1_uti_eau","Q1_conso_eau","Consoeauverif","Diffconseau","PCWC","PCWCTm1only","Q29_cit","CP","Code_postal","Commune","Arr","Arr_group","Province","Distributeur","Q14_stat_occup","Q15_type_log","Q15_autre_type_log","Q17_ann_constr","PeriodeConstr_6classes","PeriodeConstr_Simulateur","Q16_superf_hab","Q16_superf_hab_COR","Q16_superf_hab_COR_CAT","Superf_hab_Nb_Decile","Superf_hab_MoyenneDeDecile","Q16_superf_hab_CATEG","Q18_0_cuis","Q18_1_cuis","Q18_2_cuis","Q18_3plus_cuis","Nb_cuisines","Q18_0_sal","Q18_1_sal","Q18_2_sal","Q18_3plus_sal","Nb_salons","Q18_0_cham","Q18_1_cham","Q18_2_cham","Q18_3plus_cham","Nb_chambres","Q18_0_sdb","Q18_1_sdb","Q18_2_sdb","Q18_3plus_sdb","Nb_SDB","Q18_0_toil","Q18_1_toil","Q18_2_toil","Q18_3plus_toil","Nb_WC","Q11_pisc_ville","Q24_pisc_perm_pres","Q24_pisc_perm_rempl","Q24_pisc_temp_pres","Q24_pisc_temp_rempl","Q11_jard_ville","Q24_cit_pres","Q24_cit_rempl","Puits","Q23_vais_pres","Q23_vais_rempl","Q23_lav_pres","Q23_lav_rempl","Q24_baig_pres","Q24_baig_rempl","Q24_dou_pres","Q24_dou_rempl","Q24_pom_pres","Q24_pom_rempl","Q24_wc_pres","Q24_wc_rempl","Q24_toi_sech_pres","Q24_toi_sech_rempl","NB_PERS_14plus","NB_PERS_moins14","EQUIVAL_ADULTE","NB_PERS","Tmtot","Tmstdard","Q26_pers1_occ","Q26_pers2_occ","Q26_pers3_occ","Q26_pers4_occ","Q26_pers5_occ","Q26_pers6_occ","Q26_pers7_occ","Q26_pers8_occ","Q26_pers9_occ","Q26p1occ","Q26p2occ","Q26p3occ","Q26p4occ","Q26p5occ","Q26p6occ","Q26p7occ","Q26p8occ","Q26p9occ","Q27_inocc","PrésenceDansLog","PrésenceDansLogSemain","Q28_rev","Q26_pers1_naiss","Q26_pers2_naiss","Q26_pers3_naiss","Q26_pers4_naiss","Q26_pers5_naiss","Q26_pers6_naiss","Q26_pers7_naiss","Q26_pers8_naiss","Q26_pers9_naiss","AgeP1","AgeP1_5classes","Q26_pers1_sexe","Q26_pers2_sexe","Q26_pers3_sexe","Q26_pers4_sexe","Q26_pers5_sexe","Q26_pers6_sexe","Q26_pers7_sexe","Q26_pers8_sexe","Q26_pers9_sexe","Q26_pers1_act","Q26_pers2_act","Q26_pers3_act","Q26_pers4_act","Q26_pers5_act","Q26_pers6_act","Q26_pers7_act","Q26_pers8_act","Q26_pers9_act","Q26_pers1_inact","Q26_pers2_inact","Q26_pers3_inact","Q26_pers4_inact","Q26_pers5_inact","Q26_pers6_inact","Q26_pers7_inact","Q26_pers8_inact","Q26_pers9_inact","Q26_pers1_dipl","Q26_pers2_dipl","Q26_pers3_dipl","Q26_pers4_dipl","Q26_pers5_dipl","Q26_pers6_dipl","Q26_pers7_dipl","Q26_pers8_dipl","Q26_pers9_dipl","Dipl_P1_6classes","Q8_fd_eau","Q8_pas_aide","Q10_probl_fact_eau","TauxEffortHydrique","TEH2","TEH3","Q12_conf_eau","Q13_param_eau","Q7_paye_eau","Q7_paye_charg_loc","Q7_eau_1mois","Q7_eau_2mois","Q7_eau_3mois","Q7_eau_6mois","Q7_eau_1an","Factureeau1an","Factureeaucalculée","Q7_charges_1mois","Q7_charges_2mois","Q7_charges_3mois","Q7_charges_6mois","Q7_charges_1an","Q9_compt_budg_eau","Q9_lim_eau","Q9_neant"
472,12354,2004,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",0.7319,1.0988,0.7775,0.554,0.652612,0.788181,0.795275,1.0732,"Oui",NA,90,NA,49.315068,49.315068,"Non",1410,1410,"WATERLOO","Nivelles","Nivelles","Brabant Wallon","IECBW","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",160,160,"Entre 151 et 200 m2","Entre 151 et 175 m2",165,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Oui","Oui","Non","Non",2,3,2.4,5,5,5,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,4,0.923077,1,"Entre 2500 et 2999 €/mois",1973,1975,2005,2007,2012,NA,NA,NA,NA,42,"De 35 à 44 ans","Masculin","Féminin","Masculin","Féminin","Masculin",NA,NA,NA,NA,"Indépendant","Employé du secteur privé","Aucune des catégories précitées","Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,"Supérieur non universitaire","Universitaire","Primaire/pas de diplôme","Primaire/pas de diplôme","Primaire/pas de diplôme",NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.167205,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,90,NA,NA,360,385.1775,NA,NA,NA,NA,NA,"Non","Non","Oui"
473,3951,1994,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,0.6851,0.7775,0.802,0.802,0.804743,0.901312,0.65,"Oui",10,9.78,0.22,26.794521,26.794521,"Non",7538,7538,"TOURNAI","Tournai","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",160,160,"Entre 151 et 200 m2","Entre 151 et 175 m2",165,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.980769,1,"Entre 1000 et 1499 €/mois",1951,NA,NA,NA,NA,NA,NA,NA,NA,64,"De 55 à 64 ans","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Indépendant",NA,NA,NA,NA,NA,NA,NA,NA,"Non concerné",NA,NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.831634,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,31,NA,NA,124,124.745093,NA,NA,NA,NA,NA,"Non","Non","Oui"
474,3098,1975,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,0.4678,0.7775,0.802,0.46917,0.559211,0.503289,1.2527,"Oui",95,91.25,3.75,125,125,"Non",7350,7350,"HENSIES","Mons","Mons","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1971 et 1980","Entre 1971 et 1990","de 78 à 82",150,150,"Entre 101 et 150 m2","Entre 131 et 150 m2",146,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Oui","""Non""","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,"Entre 2000 et 2499 €/mois",1950,1953,NA,NA,NA,NA,NA,NA,NA,65,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Femme/homme au foyer",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Professionnel",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.619628,"Non","Non","Plutôt confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,101,NA,NA,404,437.299688,NA,NA,NA,NA,NA,"Non","Non","Oui"
475,13341,2010,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,1.0665,2.2034,2.1718,2.55838,2.179228,2.198841,0.65,"Oui",120,109.34,10.66,49.926941,49.926941,"Non",7500,7500,"TOURNAI","Tournai","Ath/Mouscron/Tournai","Hainaut","SWDE","Locataire auprès du secteur privé","Maison mitoyenne (2 façades)",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",120,120,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",4,2,3.1,6,6,6,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,1,1,1,1,1,1,0,0,0,1,0.980769,1,"Entre 4000 et 4499 €/mois",1967,1969,1992,1998,2009,2011,NA,NA,NA,48,"De 45 à 54 ans","Masculin","Féminin","Féminin","Masculin","Masculin","Masculin",NA,NA,NA,"Ouvrier","Employé du secteur privé","Aucune des catégories précitées","Aucune des catégories précitées","Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève","Etudiant/Elève","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire","Secondaire inférieur (3ème secondaire)","Secondaire inférieur (3ème secondaire)","Primaire/pas de diplôme","Primaire/pas de diplôme",NA,NA,NA,"Supérieur non universitaire","Non","Oui","Oui c'est déjà arrivé que je ne puisse pas payer ma facture à temps",1.022039,"Non","Non","Plutôt confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,110,NA,NA,440,521.240001,NA,NA,NA,NA,NA,"Non","Non","Oui"
476,4280,1965,"Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,0.6483,0.7775,0.802,0.802,0.559211,0.780099,0.8909,"Oui",0,5.38,-5.38,7.369863,7.369863,"Non",6040,6040,"CHARLEROI","Charleroi","Charleroi","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Avant 1875","Avant 1919","Avant 1975",250,250,"Entre 201 et 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Oui""","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,12,0.769231,1,"Entre 1500 et 1999 €/mois",1938,1941,NA,NA,NA,NA,NA,NA,NA,77,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","Femme/homme au foyer",NA,NA,NA,NA,NA,NA,NA,"Technique","Secondaire inférieur (3ème secondaire)",NA,NA,NA,NA,NA,NA,NA,"Professionnel/Technique","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.564652,"Non","Non","Confiant",NA,"NSP","Pas usager",NA,NA,NA,NA,NA,NA,118.576953,NA,NA,NA,NA,NA,"Non","Non","Oui"
477,10293,1998,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,0.8195,0.7775,0.802,0.802,0.804743,0.901312,0.8909,"Oui",82,78.37,3.63,107.356164,107.356164,"Non",6200,6200,"CHATELET","Charleroi","Charleroi","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",100,100,"Entre 71 et 100 m2","Entre 91 et 100 m2",99,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,2,0.961538,1,"Entre 2000 et 2499 €/mois",1956,1955,NA,NA,NA,NA,NA,NA,NA,59,"De 55 à 64 ans","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Cadre","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Etudiant/Elève",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.398276,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,90,NA,NA,360,377.534556,NA,NA,NA,NA,NA,"Non","Non","Oui"
478,12283,2014,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,1.5859,0.7775,0.802,0.944756,1.070389,1.198836,0.8909,"Oui",200,2.97,197.03,8.136986,8.136986,"Non",6141,6141,"FONTAINE-L'EVEQUE","Charleroi","Charleroi","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",178,178,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,"Entre 1000 et 1499 €/mois",1982,NA,NA,NA,NA,NA,NA,NA,NA,33,"Moins de 35 ans","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Employé du secteur privé",NA,NA,NA,NA,NA,NA,NA,NA,"Non concerné",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.76799,"Non","Non","Plutot méfiant","calcaire","Tous les mois","Pas usager",35,NA,NA,NA,NA,420,115.198495,NA,NA,NA,NA,NA,"Non","Non","Oui"
479,9310,1926,"Non","Non","oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0726,0.7995,0.7775,0.7787,0.7787,0.542964,0.757435,1.0338,"Oui",50,50,0,91.324201,136.986301,"Non",5600,5600,"PHILIPPEVILLE","Philippeville","Dinant/Philippeville","Namur","INASEP","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1875 et 1918","Avant 1919","Avant 1975",150,150,"Entre 101 et 150 m2","Entre 131 et 150 m2",146,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non",2,0,1.5,2,2,1.5,"Toute la semaine","La moitié de la semaine ou plus",NA,NA,NA,NA,NA,NA,NA,1,0.5,0,0,0,0,0,0,0,0,1,1,"Entre 1000 et 1499 €/mois",1926,1962,NA,NA,NA,NA,NA,NA,NA,89,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","En incapacité maladie/ invaldité",NA,NA,NA,NA,NA,NA,NA,"Secondaire inférieur (3ème secondaire)","Primaire/pas de diplôme",NA,NA,NA,NA,NA,NA,NA,"Secondaire inférieur (3ème secondaire)","Non","Non","Non, j'ai toujours pu payer ma facture à temps",1.614804,"Non","Non","Ni confiant, ni méfiant","très calcaireuse, sale en cas de fortes pluies","Tous les 3 mois","Pas usager",NA,NA,220,NA,NA,880,242.2206,NA,NA,NA,NA,NA,"Non","Non","Oui"
480,4146,1970,"Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,0.5401,0.7775,0.802,0.46917,0.559211,0.564243,1.2527,"Oui",24,24.33,-0.33,66.657534,66.657534,"Non",7331,7331,"SAINT-GHISLAIN","Mons","Mons","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",170,170,"Entre 151 et 200 m2","Entre 151 et 175 m2",165,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,0.942308,1,"Entre 1500 et 1999 €/mois",1945,NA,NA,NA,NA,NA,NA,NA,NA,70,"65 ans ou plus","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,NA,"Universitaire",NA,NA,NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.691152,"Non","Non","Ni confiant, ni méfiant","incidences sur la santé de certains désinfectants de l'eau","NSP","Pas usager",NA,NA,NA,NA,NA,NA,145.142011,NA,NA,NA,NA,NA,"Non","Non","Oui"
482,11839,2005,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,0.4678,0.7775,0.802,0.46917,0.559211,0.626316,1.2527,"Oui",76,77.19,-1.19,105.739726,105.739726,"Non",7050,7050,"JURBISE","Mons","Mons","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",120,120,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,4,0.923077,1,"Entre 3500 et 3999 €/mois",1950,1960,NA,NA,NA,NA,NA,NA,NA,65,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Profession libérale (médecin, avocat, etc.)","Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Demandeur d'emploi",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Professionnel",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.826798,"Non","Non","Plutôt confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,102,NA,NA,408,372.059179,NA,NA,NA,NA,NA,"Non","Non","Oui"
484,4833,2013,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,0.6851,0.7775,0.8108,0.8108,0.813573,0.911202,1.2639,"Oui",111,92.25,18.75,NA,252.739726,"Non",4821,4821,"DISON","Verviers","Verviers","Liège","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",170,170,"Entre 151 et 200 m2","Entre 151 et 175 m2",165,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Oui","Oui","""Non""","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Non","Non",1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,NA,"Entre 500 et 999 €/mois",1955,NA,NA,NA,NA,NA,NA,NA,NA,60,"De 55 à 64 ans","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,NA,"Primaire/pas de diplôme",NA,NA,NA,NA,NA,NA,NA,NA,"Primaire/pas de diplôme","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",4.910443,"Oui","Oui","Plutôt confiant","dépôts dans le verre; calcaire en la chauffant et odeur","Tous les 3 mois","Pas usager",NA,NA,107,NA,NA,428,441.939838,NA,NA,NA,NA,NA,"Non","Non","Oui"
